Name,School,Gender,Role,Total Citations,Earliest Pub,Cit rank,YO rank,AvCit,AvAge,PR value,age,citperyear
Katya Krupchik,Irvine,Female,Professor,200,1999,0.191,0.172,0.529923077,0.397807692,1.332108673,22,9.090909091
Vladimir Baranovsky,Irvine,Male,Professor,200,1995,0.191,0.304,0.529923077,0.397807692,1.332108673,26,7.692307692
Chen Long,Irvine,Male,Professor,668,2004,0.553,0.061,0.529923077,0.397807692,1.332108673,17,39.29411765
Michael C Cranston,Irvine,Male,Professor,571,1980,0.489,0.739,0.529923077,0.397807692,1.332108673,41,13.92682927
German Enciso,Irvine,Male,Professor,106,2004,0.103,0.061,0.529923077,0.397807692,1.332108673,17,6.235294118
Alexander Figotin,Irvine,Male,Professor,965,1978,0.664,0.782,0.529923077,0.397807692,1.332108673,43,22.44186047
Matthew Foreman,Irvine,Male,Professor,891,1980,0.645,0.739,0.529923077,0.397807692,1.332108673,41,21.73170732
Anton Gorodetski,Irvine,Male,Professor,403,1996,0.382,0.278,0.529923077,0.397807692,1.332108673,25,16.12
Patrick Guidotti,Irvine,Male,Professor,181,1995,0.17,0.304,0.529923077,0.397807692,1.332108673,26,6.961538462
Abel Klein,Irvine,Male,Professor,1777,1972,0.835,0.897,0.529923077,0.397807692,1.332108673,49,36.26530612
Song-Ying Li,Irvine,Male,Professor,511,1985,0.456,0.593,0.529923077,0.397807692,1.332108673,36,14.19444444
John Lowengrub,Irvine,Male,Professor,2830,1988,0.913,0.5,0.529923077,0.397807692,1.332108673,33,85.75757576
Zhiqin Lu,Irvine,Male,Professor,502,1989,0.446,0.469,0.529923077,0.397807692,1.332108673,32,15.6875
Qing Nie,Irvine,Male,Professor,499,1995,0.443,0.304,0.529923077,0.397807692,1.332108673,26,19.19230769
Richard Schoen,Irvine,Male,Professor,6827,1975,0.985,0.846,0.529923077,0.397807692,1.332108673,46,148.4130435
Knut Solna,Irvine,Male,Professor,1079,1996,0.704,0.278,0.529923077,0.397807692,1.332108673,25,43.16
Jeffrey Streets,Irvine,Male,Professor,331,2007,0.324,0.018,0.529923077,0.397807692,1.332108673,14,23.64285714
Roman Vershynin,Irvine,Male,Professor,1729,1997,0.827,0.24,0.529923077,0.397807692,1.332108673,24,72.04166667
Jeff Vlacolovsky,Irvine,Male,Professor,774,1999,0.601,0.172,0.529923077,0.397807692,1.332108673,22,35.18181818
Da Quing Wan,Irvine,Male,Professor,1063,1982,0.698,0.684,0.529923077,0.397807692,1.332108673,39,27.25641026
Jack Xin,Irvine,Male,Professor,1474,1990,0.79,0.436,0.529923077,0.397807692,1.332108673,31,47.5483871
Yifeng Yu,Irvine,Male,Professor,358,2004,0.348,0.061,0.529923077,0.397807692,1.332108673,17,21.05882353
Martin Zeman,Irvine,Male,Professor,197,1992,0.188,0.387,0.529923077,0.397807692,1.332108673,29,6.793103448
Hongkai Zhao,Irvine,Male,Professor,1975,1996,0.858,0.278,0.529923077,0.397807692,1.332108673,25,79
Andrea Bertozzi,Los Angeles,Female,Professor,3945,1988,0.95,0.5,0.573836735,0.433326531,1.324259408,33,119.5454545
Inwon Kim,Los Angeles,Female,Professor,358,2001,0.348,0.124,0.573836735,0.433326531,1.324259408,20,17.9
Deanna Needell,Los Angeles,Female,Professor,648,2009,0.541,0.009,0.573836735,0.433326531,1.324259408,12,54
Luminita Vese,Los Angeles,Female,Professor,774,1997,0.601,0.24,0.573836735,0.433326531,1.324259408,24,32.25
Monica Visan,Los Angeles,Female,Professor,1472,2005,0.789,0.041,0.573836735,0.433326531,1.324259408,16,92
Chris Anderson,Los Angeles,Male,Professor,178,1985,0.166,0.593,0.573836735,0.433326531,1.324259408,36,4.944444444
Matthias Aschenbrenner,Los Angeles,Male,Professor,344,2000,0.338,0.147,0.573836735,0.433326531,1.324259408,21,16.38095238
Tim Austin,Los Angeles,Male,Professor,334,2005,0.327,0.041,0.573836735,0.433326531,1.324259408,16,20.875
Paul Balmer,Los Angeles,Male,Professor,874,1999,0.639,0.172,0.573836735,0.433326531,1.324259408,22,39.72727273
Marek Biskup,Los Angeles,Male,Professor,669,1998,0.555,0.209,0.573836735,0.433326531,1.324259408,23,29.08695652
Don Blasius,Los Angeles,Male,Professor,337,1981,0.33,0.714,0.573836735,0.433326531,1.324259408,40,8.425
Mario Bonk,Los Angeles,Male,Professor,935,1987,0.657,0.53,0.573836735,0.433326531,1.324259408,34,27.5
Robert Brown,Los Angeles,Male,Professor,594,1963,0.503,0.982,0.573836735,0.433326531,1.324259408,58,10.24137931
Lincoln Chayes,Los Angeles,Male,Professor,1043,1983,0.691,0.652,0.573836735,0.433326531,1.324259408,38,27.44736842
Tom Chou,Los Angeles,Male,Professor,40,1998,0.044,0.209,0.573836735,0.433326531,1.324259408,23,1.739130435
William Duke,Los Angeles,Male,Professor,1542,1986,0.798,0.564,0.573836735,0.433326531,1.324259408,35,44.05714286
Richard Elman,Los Angeles,Male,Professor,629,1971,0.526,0.913,0.573836735,0.433326531,1.324259408,50,12.58
Wilfrid Gangbo,Los Angeles,Male,Professor,1444,1990,0.784,0.436,0.573836735,0.433326531,1.324259408,31,46.58064516
David Gieseker,Los Angeles,Male,Professor,530,1970,0.467,0.927,0.573836735,0.433326531,1.324259408,51,10.39215686
Robert Greene,Los Angeles,Male,Professor,1141,1969,0.716,0.939,0.573836735,0.433326531,1.324259408,52,21.94230769
Haruzo Hida,Los Angeles,Male,Professor,1563,1978,0.804,0.782,0.573836735,0.433326531,1.324259408,43,36.34883721
Michael Hill,Los Angeles,Male,Professor,217,2006,0.213,0.027,0.573836735,0.433326531,1.324259408,15,14.46666667
Michael Hitrik,Los Angeles,Male,Professor,381,1998,0.363,0.209,0.573836735,0.433326531,1.324259408,23,16.56521739
Ko Honda,Los Angeles,Male,Professor,1077,1997,0.703,0.24,0.573836735,0.433326531,1.324259408,24,44.875
ChandraSekhar Khare,Los Angeles,Male,Professor,595,1995,0.504,0.304,0.573836735,0.433326531,1.324259408,26,22.88461538
Rowan Killip,Los Angeles,Male,Professor,1559,1999,0.802,0.172,0.573836735,0.433326531,1.324259408,22,70.86363636
Ker-Chau Li,Los Angeles,Male,Professor,1182,1981,0.73,0.714,0.573836735,0.433326531,1.324259408,40,29.55
Kefeng Liu,Los Angeles,Male,Professor,1371,1992,0.768,0.387,0.573836735,0.433326531,1.324259408,29,47.27586207
Ciprian Manolescu,Los Angeles,Male,Professor,503,2003,0.447,0.082,0.573836735,0.433326531,1.324259408,18,27.94444444
Alexander Merkurjev,Los Angeles,Male,Professor,2526,1977,0.894,0.805,0.573836735,0.433326531,1.324259408,44,57.40909091
Itay Neeman,Los Angeles,Male,Professor,229,1995,0.227,0.304,0.573836735,0.433326531,1.324259408,26,8.807692308
William Newman,Los Angeles,Male,Professor,77,1972,0.077,0.897,0.573836735,0.433326531,1.324259408,49,1.571428571
Stanley Osher,Los Angeles,Male,Professor,16774,1966,0.999,0.966,0.573836735,0.433326531,1.324259408,55,304.9818182
Rafail Ostrovsky,Los Angeles,Male,Professor,1658,1991,0.819,0.414,0.573836735,0.433326531,1.324259408,30,55.26666667
Igor Pak,Los Angeles,Male,Professor,977,1990,0.67,0.436,0.573836735,0.433326531,1.324259408,31,31.51612903
Peter Petersen,Los Angeles,Male,Professor,1676,1987,0.819,0.53,0.573836735,0.433326531,1.324259408,34,49.29411765
Sorin Popa,Los Angeles,Male,Professor,3204,1978,0.925,0.782,0.573836735,0.433326531,1.324259408,43,74.51162791
Mason Porter,Los Angeles,Male,Professor,291,2001,0.29,0.124,0.573836735,0.433326531,1.324259408,20,14.55
Marcus Roper,Los Angeles,Male,Professor,5,2006,0.012,0.027,0.573836735,0.433326531,1.324259408,15,0.333333333
Bruce Rothschild,Los Angeles,Male,Professor,1058,1965,0.697,0.974,0.573836735,0.433326531,1.324259408,56,18.89285714
Raphael Rouquier,Los Angeles,Male,Professor,1478,1994,0.79,0.334,0.573836735,0.433326531,1.324259408,27,54.74074074
Romyar Sharifi,Los Angeles,Male,Professor,135,1997,0.128,0.24,0.573836735,0.433326531,1.324259408,24,5.625
Dimitri Shlyakhtenko,Los Angeles,Male,Professor,829,1996,0.623,0.278,0.573836735,0.433326531,1.324259408,25,33.16
Terence Tao,Los Angeles,Male,Professor,15527,1996,0.998,0.278,0.573836735,0.433326531,1.324259408,25,621.08
Joseph Teran,Los Angeles,Male,Professor,114,2009,0.111,0.009,0.573836735,0.433326531,1.324259408,12,9.5
Burt Tataro,Los Angeles,Male,Professor,928,1989,0.654,0.469,0.573836735,0.433326531,1.324259408,32,29
Lieven Vandenberghe,Los Angeles,Male,Professor,3804,1988,0.946,0.5,0.573836735,0.433326531,1.324259408,33,115.2727273
Wotao Yin,Los Angeles,Male,Professor,2219,2005,0.873,0.041,0.573836735,0.433326531,1.324259408,16,138.6875
William Zame,Los Angeles,Male,Professor,525,1966,0.462,0.966,0.573836735,0.433326531,1.324259408,55,9.545454545
Ruth Haas,Manoa,Female,Professor,164,1987,0.151,0.53,0.223583333,0.416583333,0.536707341,34,4.823529412
Monique Chyba,Manoa,Female,Professor,234,1997,0.232,0.24,0.223583333,0.416583333,0.536707341,24,9.75
Michelle Manes,Manoa,Female,Professor,79,2007,0.078,0.018,0.223583333,0.416583333,0.536707341,14,5.642857143
Karl-Heinz Doverman,Manoa,Male,Professor,138,1978,0.13,0.782,0.223583333,0.416583333,0.536707341,43,3.209302326
Wayne Smith,Manoa,Male,Professor,547,1983,0.479,0.652,0.223583333,0.416583333,0.536707341,38,14.39473684
David Ross,Manoa,Male,Professor,71,1983,0.072,0.652,0.223583333,0.416583333,0.536707341,38,1.868421053
Helminck,Manoa,Male,Professor,310,1982,0.307,0.684,0.223583333,0.416583333,0.536707341,39,7.948717949
George Wilkens,Manoa,Male,Professor,73,1987,0.073,0.53,0.223583333,0.416583333,0.536707341,34,2.147058824
Pavel Guerzhoy,Manoa,Male,Professor,153,1990,0.142,0.436,0.223583333,0.416583333,0.536707341,31,4.935483871
Eric Guentner,Manoa,Male,Professor,610,1993,0.515,0.363,0.223583333,0.416583333,0.536707341,28,21.78571429
Kjoss-Hanssen,Manoa,Male,Professor,324,2002,0.316,0.103,0.223583333,0.416583333,0.536707341,19,17.05263158
Rufus Willett,Manoa,Male,Professor,198,2009,0.188,0.009,0.223583333,0.416583333,0.536707341,12,16.5
Mayya Tokman,Merced,Female,Professor,121,2001,0.117,0.124,0.141857143,0.176285714,0.804700162,20,6.05
Chrysoula Togka,Merced,Female,Professor,506,1997,0.45,0.24,0.141857143,0.176285714,0.804700162,24,21.08333333
Francois Blanchette,Merced,Male,Professor,2,2003,0.004,0.082,0.141857143,0.176285714,0.804700162,18,0.111111111
Ilan Boaz,Merced,Male,Professor,200,2001,0.191,0.124,0.141857143,0.176285714,0.804700162,20,10
Arnold D Kim,Merced,Male,Professor,74,2000,0.074,0.147,0.141857143,0.176285714,0.804700162,21,3.523809524
Roummel Marcia,Merced,Male,Professor,104,2002,0.1,0.103,0.141857143,0.176285714,0.804700162,19,5.473684211
Juan Mesa,Merced,Male,Professor,55,1991,0.057,0.414,0.141857143,0.176285714,0.804700162,30,1.833333333
Bonnie Berger,MIT,Female,Professor,100,1990,0.095,0.436,0.610609756,0.45397561,1.345027669,31,3.225806452
Anette Hosoi,MIT,Female,Professor,31,1998,0.039,0.209,0.610609756,0.45397561,1.345027669,23,1.347826087
Ju-Lee Kim ,MIT,Female,Professor,134,1999,0.128,0.172,0.610609756,0.45397561,1.345027669,22,6.090909091
Gigliola Staffilani,MIT,Female,Professor,2312,1995,0.879,0.304,0.610609756,0.45397561,1.345027669,26,88.92307692
Martin Bazant,MIT,Male,Professor,140,2000,0.132,0.147,0.610609756,0.45397561,1.345027669,21,6.666666667
Roman Bezrukavnikov,MIT,Male,Professor,908,1994,0.649,0.334,0.610609756,0.45397561,1.345027669,27,33.62962963
Alexei Borodin,MIT,Male,Professor,2856,1995,0.914,0.304,0.610609756,0.45397561,1.345027669,26,109.8461538
John Bush,MIT,Male,Professor,41,1995,0.046,0.304,0.610609756,0.45397561,1.345027669,26,1.576923077
Hung Cheng,MIT,Male,Professor,20,1962,0.027,0.985,0.610609756,0.45397561,1.345027669,59,0.338983051
Tobias H Colding,MIT,Male,Professor,2739,1995,0.907,0.304,0.610609756,0.45397561,1.345027669,26,105.3461538
Laurent Demanet,MIT,Male,Professor,506,2002,0.45,0.103,0.610609756,0.45397561,1.345027669,19,26.63157895
Alan Edelman,MIT,Male,Professor,1729,1987,0.827,0.53,0.610609756,0.45397561,1.345027669,34,50.85294118
Pavel Etingof,MIT,Male,Professor,4527,1987,0.962,0.53,0.610609756,0.45397561,1.345027669,34,133.1470588
Michel Goemans,MIT,Male,Professor,1641,1989,0.817,0.469,0.610609756,0.45397561,1.345027669,32,51.28125
Victor Guillemin,MIT,Male,Professor,5822,1962,0.978,0.985,0.610609756,0.45397561,1.345027669,59,98.6779661
Larry Guth,MIT,Male,Professor,667,2005,0.552,0.041,0.610609756,0.45397561,1.345027669,16,41.6875
David Jerison,MIT,Male,Professor,3305,1976,0.931,0.823,0.610609756,0.45397561,1.345027669,45,73.44444444
Steven Johnson,MIT,Male,Professor,16,2002,0.021,0.103,0.610609756,0.45397561,1.345027669,19,0.842105263
Victor Kac,MIT,Male,Professor,10332,1967,0.993,0.958,0.610609756,0.45397561,1.345027669,54,191.3333333
Jonathan Kelner,MIT,Male,Professor,321,2001,0.315,0.124,0.610609756,0.45397561,1.345027669,20,16.05
Tom Leighton,MIT,Male,Professor,1420,1976,0.779,0.823,0.610609756,0.45397561,1.345027669,45,31.55555556
George Lusztig,MIT,Male,Professor,9323,1965,0.991,0.974,0.610609756,0.45397561,1.345027669,56,166.4821429
Davesh Maulik,MIT,Male,Professor,708,2001,0.572,0.124,0.610609756,0.45397561,1.345027669,20,35.4
Richard Melrose,MIT,Male,Professor,3084,1975,0.922,0.846,0.610609756,0.45397561,1.345027669,46,67.04347826
Haynes Miller,MIT,Male,Professor,588,1975,0.503,0.846,0.610609756,0.45397561,1.345027669,46,12.7826087
William Minicozzi,MIT,Male,Professor,1489,1994,0.792,0.334,0.610609756,0.45397561,1.345027669,27,55.14814815
Elchanan Mossel,MIT,Male,Professor,1417,1998,0.778,0.209,0.610609756,0.45397561,1.345027669,23,61.60869565
Tomasz Mrowka,MIT,Male,Professor,1375,1985,0.769,0.593,0.610609756,0.45397561,1.345027669,36,38.19444444
Pablo Parrilo,MIT,Male,Professor,2510,1998,0.893,0.209,0.610609756,0.45397561,1.345027669,23,109.1304348
Bjorn Poonen,MIT,Male,Professor,1583,1988,0.807,0.5,0.610609756,0.45397561,1.345027669,33,47.96969697
Alexander Postnikov,MIT,Male,Professor,1138,1990,0.715,0.436,0.610609756,0.45397561,1.345027669,31,36.70967742
Rodolfo Rosales,MIT,Male,Professor,375,1977,0.359,0.805,0.610609756,0.45397561,1.345027669,44,8.522727273
Paul Seidel,MIT,Male,Professor,1713,1996,0.823,0.278,0.610609756,0.45397561,1.345027669,25,68.52
Scott Sheffield,MIT,Male,Professor,1764,2002,0.832,0.103,0.610609756,0.45397561,1.345027669,19,92.84210526
Peter Shor,MIT,Male,Professor,2339,1982,0.881,0.684,0.610609756,0.45397561,1.345027669,39,59.97435897
Michael Sipser,MIT,Male,Professor,635,1977,0.531,0.805,0.610609756,0.45397561,1.345027669,44,14.43181818
Gilbert Strang,MIT,Male,Professor,4066,1959,0.952,0.994,0.610609756,0.45397561,1.345027669,62,65.58064516
David Vogan,MIT,Male,Professor,2214,1976,0.872,0.823,0.610609756,0.45397561,1.345027669,45,49.2
Chenyang Xu,MIT,Male,Professor,414,2008,0.392,0.012,0.610609756,0.45397561,1.345027669,13,31.84615385
Zhiwei Yun,MIT,Male,Professor,179,2009,0.166,0.009,0.610609756,0.45397561,1.345027669,12,14.91666667
Wei Zhang,MIT,Male,Professor,40,2005,0.044,0.041,0.610609756,0.45397561,1.345027669,16,2.5
Sylvia Serfaty,NYU,Female,Professor,185,1998,0.174,0.209,0.608169811,0.586830189,1.036364221,23,8.043478261
Margaret Wright,NYU,Female,Professor,1181,1980,0.729,0.739,0.608169811,0.586830189,1.036364221,41,28.80487805
Lai-Sang Young,NYU,Female,Professor,3060,1977,0.921,0.805,0.608169811,0.586830189,1.036364221,44,69.54545455
Marco Avellaneda,NYU,Male,Professor,973,1985,0.667,0.593,0.608169811,0.586830189,1.036364221,36,27.02777778
Yuri Bakhtin,NYU,Male,Professor,242,1997,0.242,0.24,0.608169811,0.586830189,1.036364221,24,10.08333333
Gérard Ben Arous,NYU,Male,Professor,1633,1982,0.815,0.684,0.608169811,0.586830189,1.036364221,39,41.87179487
Fedor Bogomolv,NYU,Male,Professor,1036,1969,0.685,0.939,0.608169811,0.586830189,1.036364221,52,19.92307692
Oliver Bühler,NYU,Male,Professor,29,1998,0.036,0.209,0.608169811,0.586830189,1.036364221,23,1.260869565
Russel Caflisch,NYU,Male,Professor,1950,1978,0.856,0.782,0.608169811,0.586830189,1.036364221,43,45.34883721
Sylvain E Cappell,NYU,Male,Professor,1009,1969,0.678,0.939,0.608169811,0.586830189,1.036364221,52,19.40384615
Jeff Cheeger,NYU,Male,Professor,5741,1967,0.976,0.958,0.608169811,0.586830189,1.036364221,54,106.3148148
Percy Deift,NYU,Male,Professor,5128,1976,0.968,0.823,0.608169811,0.586830189,1.036364221,45,113.9555556
Aleksandar Donev,NYU,Male,Professor,214,1999,0.209,0.172,0.608169811,0.586830189,1.036364221,22,9.727272727
Pierre Germain,NYU,Male,Professor,743,2005,0.59,0.041,0.608169811,0.586830189,1.036364221,16,46.4375
Jonathan Goodman,NYU,Male,Professor,1042,1983,0.69,0.652,0.608169811,0.586830189,1.036364221,38,27.42105263
Mikhael Gromov,NYU,Male,Professor,12380,1967,0.997,0.958,0.608169811,0.586830189,1.036364221,54,229.2592593
Sinan Gunturk,NYU,Male,Professor,272,2000,0.269,0.147,0.608169811,0.586830189,1.036364221,21,12.95238095
Richard Kleeman,NYU,Male,Professor,82,1981,0.079,0.714,0.608169811,0.586830189,1.036364221,40,2.05
Bruce Kleiner,NYU,Male,Professor,1722,1989,0.824,0.469,0.608169811,0.586830189,1.036364221,32,53.8125
Robert Kohn,NYU,Male,Professor,5264,1975,0.971,0.846,0.608169811,0.586830189,1.036364221,46,114.4347826
Fang Hua Lin,NYU,Male,Professor,6570,1981,0.985,0.714,0.608169811,0.586830189,1.036364221,40,164.25
Eyal Lubetzky,NYU,Male,Professor,585,2006,0.5,0.027,0.608169811,0.586830189,1.036364221,15,39
Erwin Lutwak,NYU,Male,Professor,4247,1974,0.957,0.869,0.608169811,0.586830189,1.036364221,47,90.36170213
Andrew Majda,NYU,Male,Professor,9762,1973,0.992,0.885,0.608169811,0.586830189,1.036364221,48,203.375
Nader Masmoudi,NYU,Male,Professor,4019,1997,0.951,0.24,0.608169811,0.586830189,1.036364221,24,167.4583333
Davd McLaughlin,NYU,Male,Professor,940,1971,0.658,0.913,0.608169811,0.586830189,1.036364221,50,18.8
Edward Miller,NYU,Male,Professor,311,1973,0.307,0.885,0.608169811,0.586830189,1.036364221,48,6.479166667
Bhubaneswar Mishra,NYU,Male,Professor,156,1984,0.144,0.622,0.608169811,0.586830189,1.036364221,37,4.216216216
Alex Mogilner,NYU,Male,Professor,400,1986,0.379,0.564,0.608169811,0.586830189,1.036364221,35,11.42857143
Charles Newman,NYU,Male,Professor,2295,1971,0.877,0.913,0.608169811,0.586830189,1.036364221,50,45.9
Michael Overton,NYU,Male,Professor,1715,1979,0.823,0.76,0.608169811,0.586830189,1.036364221,42,40.83333333
Olivier Pauluis,NYU,Male,Professor,32,2004,0.04,0.061,0.608169811,0.586830189,1.036364221,17,1.882352941
Jerome Percus,NYU,Male,Professor,382,1955,0.365,1,0.608169811,0.586830189,1.036364221,66,5.787878788
Charles Peskin,NYU,Male,Professor,3661,1973,0.941,0.885,0.608169811,0.586830189,1.036364221,48,76.27083333
John Rinzel,NYU,Male,Professor,406,1973,0.386,0.885,0.608169811,0.586830189,1.036364221,48,8.458333333
Jalal Shatah ,NYU,Male,Professor,3223,1982,0.927,0.684,0.608169811,0.586830189,1.036364221,39,82.64102564
Michael Shelley,NYU,Male,Professor,639,1986,0.535,0.564,0.608169811,0.586830189,1.036364221,35,18.25714286
Shafer Smith,NYU,Male,Professor,20,1999,0.027,0.172,0.608169811,0.586830189,1.036364221,22,0.909090909
Joel Spencer,NYU,Male,Professor,5117,1966,0.967,0.966,0.608169811,0.586830189,1.036364221,55,93.03636364
Katepalli Sreenivasan,NYU,Male,Professor,230,1986,0.228,0.564,0.608169811,0.586830189,1.036364221,35,6.571428571
Georg Stadler,NYU,Male,Professor,501,2003,0.445,0.082,0.608169811,0.586830189,1.036364221,18,27.83333333
Daniel Stein,NYU,Male,Professor,276,1980,0.276,0.739,0.608169811,0.586830189,1.036364221,41,6.731707317
Esteban Tabak,NYU,Male,Professor,636,1992,0.532,0.387,0.608169811,0.586830189,1.036364221,29,21.93103448
Daniel Tranchina,NYU,Male,Professor,21,2002,0.029,0.103,0.608169811,0.586830189,1.036364221,19,1.105263158
Yuri Tschinkel,NYU,Male,Professor,1303,1988,0.757,0.5,0.608169811,0.586830189,1.036364221,33,39.48484848
Eric Vanden-Eijnden,NYU,Male,Professor,1541,1998,0.798,0.209,0.608169811,0.586830189,1.036364221,23,67
Srivinasa Varadhan,NYU,Male,Professor,4889,1962,0.965,0.985,0.608169811,0.586830189,1.036364221,59,82.86440678
Deane Yang,NYU,Male,Professor,2284,1983,0.876,0.652,0.608169811,0.586830189,1.036364221,38,60.10526316
Yisong Yang,NYU,Male,Professor,1634,1982,0.816,0.684,0.608169811,0.586830189,1.036364221,39,41.8974359
Ofer Zeitouni,NYU,Male,Professor,5142,1983,0.968,0.652,0.608169811,0.586830189,1.036364221,38,135.3157895
Gaoyang Zhang,NYU,Male,Professor,3148,1988,0.924,0.5,0.608169811,0.586830189,1.036364221,33,95.39393939
Jun Zhang,NYU,Male,Professor,14,2002,0.019,0.103,0.608169811,0.586830189,1.036364221,19,0.736842105
Denis Zorin ,NYU,Male,Professor,526,1991,0.463,0.414,0.608169811,0.586830189,1.036364221,30,17.53333333
Carina Curto,Penn State,Female,Professor,59,2000,0.062,0.147,0.491880952,0.507571429,0.969087156,21,2.80952381
